Speaker,Utterance,File_ID
B,<ds>really</ds>,905
B,<ds>yeah</ds> we like it too,905
B,have you seen the movie,905
A,<ds>uh</ds> I have n't seen any of the movies because I just barely just like in the last year or so got interested in it and they you know already out with number six by now but,905
A,so I have n't seen any of the movies yet but I,905
B,<ds>oh</ds> you have n't seen any of them,905
A,<ds>no</ds>,905
B,<ds>oh</ds> <ds>well</ds> they good they real good,905
B,they <ds>uh</ds> they getting rid of the old cast for the movies though,905
A,<ds>uh-huh</ds>,905
B,which ones are you watching the new ones,905
A,<ds>yeah</ds> I seen quite a few of the older ones,905
A,I have n't seen really the new generation that much,905
B,<ds>oh</ds> <ds>okay</ds>,905
B,<ds>yeah</ds>,905
A,is there one you prefer better the older one or the youn the newer one,905
B,<ds>well</ds> they they a lot different,905
B,but I like I like the older ones because at that time you know they were really futuristic you know,905
A,<ds>oh yeah</ds>,905
B,and the newer ones are I guess the newer ones are real futuristic too but I like I like both of them,905
A,<ds>yeah</ds> <ds>i do too</ds>,905
A,I have a brother-in-law who really likes the old ones a lot I mean he almost hates the new ones,905
B,<ds>really</ds>,905
A,<ds>yeah</ds> because he he thinks the newer ones is like a soap opera and the other one is n't or something but I do n't,905
B,<ds>no</ds>,905
B,<ds>not really</ds>,905
B,it not really like,905
A,<ds>oh</ds> I think,905
B,a soap,905
A,<ds>yeah</ds>,905
B,opera but but it but that true I mean you you learn more about the characters and stuff but that the way all shows are now,905
A,<ds>yeah</ds> <ds>sure</ds>,905
A,<ds>well</ds> let see,905
A,<ds>um</ds> I like to watch COLOMBO because it like a mystery thing,905
B,<ds>yeah</ds>,905
A,that sort of how Matlock is but COLOMBO is way tricky,905
B,<ds>yeah</ds>,905
A,I mean he does n't even try to let the person know he getting onto them,905
B,<ds>well</ds> it seems like they always,905
A,<ds>well</ds> did you see the one,905
B,show COLOMBO the same ones over and over though,905
A,<ds>um</ds>,905
B,you know what I saying like that one where he goes to college or is this is there a series on,905
A,<ds>um</ds> <ds>yeah</ds> there like one on well we see it Thursdays at seven and,905
B,<ds>okay</ds>,905
A,it was this last time it was about this <ds>um</ds> movie director did you hap-,905
B,<ds>yeah</ds> I saw that one,905
A,did you see that,905
B,see that was a rerun,905
A,<ds>really</ds>,905
A,<ds>oh</ds> I guess I nev-,905
B,<ds>yeah</ds> I wondered if that,905
A,<ds>huh</ds>,905
B,see I do n't know if that a the movie of the week or or what but it seems like there only about four or five different ones and then then they keep showing them over and over,905
A,<ds>oh</ds> I guess I I have n't seen it before,905
B,he was a movie director and he had that gal killed,905
A,<ds>yeah</ds>,905
B,<ds>okay</ds>,905
A,<ds>yeah</ds> on the set or something,905
B,that was pretty good though,905
A,<ds>yeah</ds> <ds>it was</ds>,905
A,but <ds>yeah</ds> I like COLOMBO probably the best of any of those mystery things,905
B,<ds>uh-huh</ds>,905
A,but <ds>um</ds> there no never anything good on Saturdays though,905
B,<ds>no</ds> kidding,905
A,I do n't think so,905
A,<ds>well</ds> STAR TREK on at five but I never home so,905
B,what is it that there something I watch something I watch on Saturdays and I ca n't remember what it is,905
B,now I used to watch TWIN PEAKS,905
A,<ds>oh</ds>,905
B,you never saw that,905
A,I heard of it a lot I heard of a lot of people somehow or something,905
A,they say so and so from TWIN PEAKS or something you know,905
B,<ds>yeah</ds> <ds>yeah</ds> that was a different soap opera,905
A,<ds>oh</ds>,905
B,but it was it was a different type of show,905
A,<ds>uh-huh</ds>,905
B,I did n't like the way it ended though,905
A,<ds>oh</ds> did they end the whole series,905
B,<ds>yeah</ds>,905
A,<ds>oh</ds>,905
B,<ds>yeah</ds> they did n't they only did it for I think two years,905
A,<ds>oh</ds>,905
B,but it all over now,905
A,<ds>oh</ds> another show I like to watch is MASH,905
A,<ds>okay</ds> Ron,906
B,<ds>okay</ds>,906
A,welcome to the net and <ds>uh</ds> what did you do about your last auto repair <ds>oh</ds> and might you say what kind of cars you have and so forth,906
B,<ds>well</ds> Larry my last one unfortunately was a an expensive one because I had a brand new Lincoln Town Car and,906
A,<ds>um</ds>,906
B,and a couple of ladies ran a stop light the lights were n't working properly it was n't their fault but we they did n't run it,906
B,we both had green and she hit me and did about eleven thousand dollars worth of damage to my car so,906
A,my goodness gracious that,906
B,that was a huge repair bill,906
A,<ds>well</ds> that still not enough for a total is it,906
B,I know I hated that,906
A,it a very expensive automobile,906
B,so it was n't enough to total it but that my that been my most <ds>uh</ds> expensive repair probably in the last year with the except of just service work because I buy a new car every two years and,906
A,<ds>oh</ds> and do you buy one every two years,906
B,<ds>well</ds> I travel a lot so,906
A,<ds>uh-huh</ds>,906
B,<ds>you know</ds> <ds>uh</ds> this last one I leased so I do n't know and I leased it on a twenty-four month program,906
B,first time I ever done that,906
B,but I probably go back to buying them because I do n't care to lease them,906
A,did this car have one of these expanding balloons or just are there normal safety belts in it that you had,906
B,<ds>no</ds> it has the expanding balloons,906
A,did that help you,906
B,<ds>uh</ds> it they did n't go off,906
A,they did n't go off,906
B,<ds>no</ds> I guess we were n't going that sort of upset me we were n't going fast enough acco- when I called the dealership about it and called Ford Motor about it but no sir did n't go off <ds>uh</ds> we were,906
A,mumblex,906
B,it was a bad rainy dark dreary day and and the street lights,906
A,but you were hit in the side were n't you,906
B,<ds>yes</ds>,906
A,that may be the problem,906
A,you you may you may need to be hit from something the leaning towards the forward,906
B,<ds>yes</ds>,906
A,to activate it,906
B,took off my whole front fender and hood and everything,906
B,I tell you just,906
A,my goodness,906
B,took it all off,906
B,<ds>it was</ds> <ds>uh</ds> <ds>uh</ds> my doors were okay front and back,906
A,<ds>uh-huh</ds>,906
B,but <ds>it did</ds> <ds>uh</ds> right eleven thousand dollars in damage,906
B,it was a expen- then I get it back and two weeks after that I driving it in front of the local high school and some young man just was n't paying any attention and runs in the back of me,906
B,that another twelve hundred dollars worth of damage,906
A,my goodness,906
B,so I going to get when my twenty-four months is up on this car I getting rid of this car,906
A,I would think so,906
A,this does n't sound like you got very good luck with that one,906
B,my golly,906
B,how about you Larry,906
A,<ds>well</ds> I relatively fortunate about that,906
A,<ds>uh</ds> here we somehow do n't have many people run into us although at the beginning of each school season <ds>uh</ds> students move into town who are from big cities and they sort of drive kind of wild for about two three weeks then they finally settle down and,906
A,realize that they do n't have to drive that way here,906
B,I understand,906
A,and now that takes the strain out off of everyone that <ds>uh</ds> is driving a vehicle and I find that the most of the repairs I have to do here is body damage due to the salt that we have to put on the road to <ds>uh</ds> take care of us in the winter time,906
B,I understand,906
A,<ds>uh</ds> I have a sixty-nine cougar and a seventy-seven pontiac so forth and I have to and I drive a Honda most of the time and I have to make sure that <ds>uh</ds> salt and so forth are kept off of it and once in a while we have to replace some of the plates in the bottom of it,906
B,<ds>sure</ds>,906
A,because it rusted away,906
B,I understand that because I from West Virginia and we had the same thing up there continuously salting the roads for snow,906
A,<ds>uh-huh</ds>,906
A,<ds>well</ds> I just I di- I had this Cougar totally <ds>uh</ds> the body of it totally rebuilt <ds>uh</ds> to get some of the rusts that were in the fenders,906
B,<ds>sure</ds>,906
A,<ds>uh</ds> done and then it all repainted and then winter got here and so I put the cover over it then to keep the ice and snow off,906
A,so I have n't had a chance to drive it very much,906
A,but anyhow <ds>uh</ds> now are you going to buy this next car or you going rent it lease it again,906
B,<ds>no</ds> I going to I going to buy it Larry I do n't like the rental I think I getting ready to retire myself and,906
A,are you,906
B,I going to I going to be you know driving a car for longer so I usually drive a car for three years and,906
A,<ds>uh-huh</ds>,906
B,and anyway and so but last couple of cars I only driven for two years and so I leased this one for two years,906
B,so I probably go back and buy one and <ds>uh</ds> this next car will probably be my retirement car,906
A,<ds>well</ds> that an awfully big one that <ds>uh</ds> that one that you had that Lincoln <ds>uh</ds> is n't it too large for normal town driving finding parking places,906
B,<ds>well</ds> <ds>no</ds> sir,906
A,and getting in and out the doors,906
B,<ds>not really</ds> <ds>not really</ds>,906
A,<ds>uh-huh</ds>,906
B,<ds>uh</ds> no problem at all,906
B,my wife and daughter we have <ds>uh</ds> two Toyotas in the family one Nissan and then we have the Lincoln and the,906
A,<ds>uh</ds>,906
B,<ds>not really</ds> no problem there at all as fin- as far as finding parking places it,906
A,<ds>yeah</ds>,906
B,it convenient in that in that regard,906
A,<ds>well</ds> that certainly would be a wonderful comfortable machine to take on long trips,906
B,<ds>yes</ds> <ds>it is</ds>,906
B,and I,906
A,I I very much aware of that,906
B,and I travel I like a traveling salesman do n't travel a lot any more but <ds>uh</ds> when I do take it it is very comfortable to drive,906
A,<ds>yes</ds> I sure it is because that the way that I enjoy this Pontiac that I have,906
B,<ds>yes</ds> it,906
A,it only has thirty-eight thousand miles on it but it,906
B,is that right,906
A,very quiet and very smooth riding machine,906
B,<ds>well</ds> my wife Toyota is soon to be four years old it only has does n't even have thirty mil- thirty thousand miles on it so gosh been much in such good shape that probably be an eight or ten year car,906
A,<ds>uh-huh</ds>,906
A,do you do you feel that <ds>uh</ds>,906
A,<ds>okay</ds>,918
A,<ds>uh</ds> do you want to go ahead or,918
B,<ds>oh</ds> <ds>sure</ds>,918
B,<ds>uh</ds> <ds>well</ds>,918
B,I <ds>uh</ds> went to school at Madison for two years and they are really big on women rights,918
A,<ds>uh-huh</ds>,918
B,and and equal treatment,918
A,<ds>uh-huh</ds>,918
B,and so I I seen a lot of like rallies and things like that,918
B,but <ds>uh</ds> I not that liberated,918
B,I mean my mom is kind of old-fashioned you know,918
A,<ds>uh-huh</ds>,918
B,so I you know you pick up some traits from her and stuff,918
B,but <ds>uh</ds> I think it I think it interesting and better for women to see that there more more of them doing men fields,918
B,I like to see that,918
B,and,918
A,<ds>right</ds>,918
B,I do n't like to see women you know like waiting on men hand and foot but you know I I believe in like sharing and doing things for each other,918
A,<ds>i do too</ds>,918
A,I like the idea,918
A,I see a lot more <ds>uh</ds> my children I have five children and they all married,918
B,<ds>uh-huh</ds>,918
A,and <ds>uh</ds> I love seeing the men help the women so much,918
B,<ds>right</ds>,918
A,and they both cooperate together on I think it great,918
B,<ds>oh</ds> <ds>me too</ds>,918
B,I hope that happens to me someday,918
B,I mean I I do n't mind,918
A,mumblex,918
B,doing stuff,918
B,<ds>uh</ds> I have a boyfriend and I got to make him dinner and stuff but you know I he help me do the dishes,918
B,I do n't want to you know,918
A,<ds>right</ds>,918
B,expect to help to clean up then after MUMBLEx,918
B,<ds>yeah</ds>,918
A,that right,918
A,that right,918
B,<ds>yeah</ds>,918
B,<ds>so</ds>,918
A,I always taught my men that,918
A,they better clean up with their women and help them,918
A,if they did that you know,918
B,<ds>right</ds>,918
A,and they they good about it,918
A,but it is neat to see them all work together,918
A,and,918
B,<ds>uh-huh</ds>,918
A,a big thing that <ds>i see</ds>,918
A,all that most of the most of the women getting married now <ds>uh</ds> go back have gone back to you know they they stay at work or go back to work,918
A,or whatever,918
B,<ds>right</ds>,918
A,and they well educated,918
B,<ds>uh-huh</ds>,918
A,and I believe we see a lot more C E O in companies,918
A,they having a fit about how little there are,918
B,<ds>oh</ds>,918
A,and I think we see a lot more,918
A,do n't you,918
A,of upper management,918
B,<ds>oh yeah</ds>,918
B,<ds>uh-huh</ds>,918
A,then we do now even,918
B,<ds>right</ds>,918
A,I think it escalate,918
B,<ds>yeah</ds>,918
A,and <ds>uh</ds> and I think black women now i- in fact I work at a high school,918
B,<ds>uh-huh</ds>,918
A,and my boss is a black woman and has only been there a couple of months and already promoted and she very sharp,918
A,and I think that th- and the ethnic thing will be you know is a good thing now,918
B,<ds>oh</ds> <ds>me too</ds>,918
A,they moving them up and they sharp and they so you going to see a lot a lot more of that in leadership I believe,918
B,<ds>yeah</ds>,918
B,I like to see that,918
B,I think it <ds>uh</ds> really neat to see and all that educated minority <ds>uh</ds> person,918
A,<ds>uh-huh</ds>,918
B,who really knows what they talking about,918
B,and,918
A,<ds>right</ds>,918
B,it just too bad that some people you know still look down on them just because of their color,918
B,<ds>you know</ds>,918
A,<ds>right</ds>,918
A,that a shame,918
B,especially black women,918
A,<ds>yes</ds>,918
B,<ds>so</ds>,918
A,<ds>yeah</ds>,918
A,but they would n't know what they doing,918
B,<ds>right</ds>,918
A,but I not big on subserving as far as,918
B,<ds>uh-huh</ds>,918
A,to the men at all,918
B,<ds>right</ds>,918
A,but I never have gone along with that you know,918
A,even far back,918
A,but I was brought up pretty good in a home that years ago my mother was that way,918
A,the same,918
A,I my bo- ther- you know some people say <ds>oh</ds> the boys should n't have to do those jobs,918
A,the inside jobs,918
A,but we never were taught they had to do as much as we did,918
A,so that was good,918
B,right same here,918
B,<ds>yeah</ds>,918
A,so that I think that good,918
A,to keep the equal as far as as <ds>uh</ds> not nex- nex- <ds>uh</ds> necessarily by sex type thing,918
B,<ds>right</ds>,918
B,same here,918
A,<ds>you know</ds>,918
A,you should be able to accomplish as much,918
A,and I think the <ds>uh</ds> attitude is a lot better towards the parents raising the younger ones now,918
B,<ds>uh-huh</ds>,918
A,you see a lot more of the mothers and all saying to the young girls you know,918
B,<ds>yeah</ds>,918
A,you can do it,918
A,if he,918
B,<ds>yeah</ds>,918
A,can do it you can do it type thing,918
B,<ds>exactly</ds>,918
B,I I see more men <ds>uh</ds> like participating in like the family things with children,918
A,<ds>uh-huh</ds>,918
B,like you know helping to take care of them more,918
B,and,918
A,<ds>uh-huh</ds>,918
B,and <ds>uh</ds> <ds>uh</ds> doing the jobs equally you know,918
A,<ds>right</ds>,918
A,what about politics on it,918
B,<ds>oh</ds>,918
A,do you think the political scene,918
B,I not that big on politics,918
B,I not,918
A,<ds>yeah</ds>,918
B,that educated on it,918
B,I,918
A,I real dis I kind of disgusted this year because I do n't see many women into the political scene and I really think we should have more,918
B,<ds>oh yeah</ds>,918
B,<ds>i agree with that</ds>,918
A,political leaders in the women than we do up for and even for President and Vice President this year there nobody again,918
A,I think they all scared out after tha- after <ds>uh</ds> <ds>oh</ds> what was the lady name that ran a couple of Fitz- I forget her name now,918
B,<ds>oh</ds> I do n't know,918
A,but you know who I mean,918
B,<ds>yeah</ds> I know who you talking about,918
A,<ds>yeah</ds>,918
A,she took such a rough go of it,918
A,and they t- their tax deal and,918
B,<ds>yeah</ds>,918
B,at least she was strong to like try it and you know,918
A,<ds>right</ds>,918
A,<ds>right</ds>,918
B,so that good,918
A,but I wish they would get some more on that,918
A,I really was disappointed this year when I see any of the candidates talking that they talking about,918
A,<ds>uh</ds> they I did n't see any of the women in there,918
B,<ds>uh-huh</ds>,918
A,and that disappoints me,918
B,<ds>oh</ds>,918
A,and right now I do n't think we have too many,918
A,<ds>uh</ds> th- in the forefront,918
A,Schroeder about the biggest one in Washington,918
B,<ds>uh-huh</ds>,918
A,Congress woman,918
A,and <ds>uh</ds> other th- <ds>uh</ds> we really,918
A,<ds>okay</ds>,919
B,<ds>well</ds> are you a fisher person are you,919
A,<ds>yes</ds> I love to fish,919
B,great,919
B,what kind of fishing do you do,919
A,<ds>well</ds> it mostly from the rivers and lakes,919
B,in California,919
A,and <ds>yes</ds> and from the banks,919
A,I do n't like to go out on boats,919
B,<ds>oh</ds>,919
B,<ds>well</ds> what kind of fish do they have in your neck of the woods,919
A,<ds>well</ds> it <ds>uh</ds> down here we usually catch catfish and bass stripped bass you know where I fish,919
B,<ds>uh-huh</ds>,919
A,and trout up at <ds>uh</ds> Lake Shasta when I go up there,919
B,<ds>oh</ds>,919
A,but I like it all except <ds>uh</ds> really I do n't I do n't really care that much for the trout,919
A,I think I had rather have a catfish than I would a trout,919
B,<ds>well</ds> I I do n't blame you,919
B,I grew up in Nebraska and <ds>uh</ds> grew up fish cat fishing in the Little Blue River and then <ds>uh</ds> we moved to <ds>uh</ds> South Dakota,919
A,<ds>uh-huh</ds>,919
B,and <ds>uh</ds> did a lot of Walleye fishing on the Missouri River and <ds>uh</ds> now that we are down here I think a lot of people do some <ds>uh</ds> bass fishing and strip bass fishing but <ds>uh</ds> I still <ds>uh</ds> I am sort of a catfish man at heart,919
A,see,919
A,<ds>well</ds> <ds>uh</ds> like in <ds>uh</ds> Iowa and Nebraska those little bullheads they look just like catfish <ds>huh</ds>,919
B,<ds>yep</ds>,919
B,<ds>yeah</ds> they do,919
A,you know that what I mean cause I am from Iowa,919
B,<ds>oh</ds>,919
A,and <ds>uh</ds> you know we use to catch those little bullheads and that they look just like baby catfish,919
B,<ds>yeah</ds>,919
A,<ds>you know</ds> <ds>uh</ds> did you get to go fishing very often,919
B,<ds>oh yeah</ds>,919
B,I like to fish,919
B,the only problem is I just moved to Texas so it been a little over a year now but <ds>uh</ds>,919
A,<ds>uh-huh</ds>,919
B,I I am not quite sure what residency is for a fishing license here and I so really I have n't gone fishing for about two years now,919
A,<ds>uh-huh</ds>,919
B,and it driving me crazy but <ds>uh</ds> one of these days I will go over to <ds>uh</ds> Lake Lewisville or <ds>uh</ds> what is it <ds>uh</ds> Ray Hubbard Lake Ray Hubbard and get some fishing in and get it out of my system for a while,919
A,<ds>uh-huh</ds>,919
A,<ds>well</ds> <ds>uh</ds> you like to eat them after you catch them,919
B,<ds>well</ds> <ds>yeah</ds> <ds>sure</ds>,919
A,because there are a lot of people that like to go fishing but they do n't like to eat them,919
B,<ds>well</ds> mo-,919
A,<ds>you know</ds>,919
B,<ds>yeah</ds>,919
B,most of the time <ds>uh</ds> if we catch something we take it home and eat it,919
B,<ds>uh</ds> and you right,919
B,I mean I like to fish for trout and they are really <ds>uh</ds> <ds>uh</ds> good fighters but <ds>uh</ds> if I went to a restaurant that probably would n't be the first thing I would order if I had a choice of fish on the menu,919
A,<ds>yeah</ds> <ds>i know</ds>,919
A,if I go to a restaurant and order fish it usually either salmon or <ds>uh</ds> red snapper,919
B,<ds>yeah</ds>,919
A,<ds>you know</ds>,919
B,<ds>well</ds> <ds>uh</ds> so do you just <ds>uh</ds> <ds>uh</ds> skin your catfish or do you fillet them out how do you how do you,919
A,we <ds>uh</ds> skin them,919
B,do you,919
A,<ds>yeah</ds>,919
B,<ds>okay</ds>,919
A,<ds>yeah</ds> <ds>yeah</ds>,919
A,just cut their heads off and skin them and then I just <ds>uh</ds> flour them salt and pepper them and cook them,919
B,<ds>yeah</ds>,919
A,I do n't put that corn meal on them,919
B,<ds>no</ds>,919
A,<ds>you know</ds> <ds>uh</ds> that the way my mother taught me to fry them so,919
B,<ds>well</ds> that how we do it too,919
B,<ds>uh</ds> although we <ds>uh</ds> use to set some <ds>uh</ds> trout lines out and we caught you know fourteen fifteen pound catfish and sometimes those are good to <ds>uh</ds> do on a barbecue grill,919
A,<ds>uh-huh</ds>,919
A,<ds>uh-huh</ds>,919
B,and just leave the skin on and <ds>uh</ds> do it with <ds>uh</ds> butter on <ds>uh</ds> on on tin foil,919
A,<ds>uh-huh</ds>,919
B,and then the skin just basically scrapes right off and <ds>uh</ds> wer- and it really tastes pretty good,919
A,<ds>yeah</ds>,919
A,<ds>well</ds> you know I do n't think I ever tried cooking those <ds>uh</ds> catfish quite that big,919
B,there <ds>uh</ds>,919
A,<ds>uh</ds> most of them are just the small you know pan frying ones,919
B,<ds>yeah</ds>,919
A,<ds>so</ds> <ds>uh</ds>,919
B,<ds>well</ds> I am hoping one of these days I have the opportunity to catch a big catfish like that on <ds>uh</ds> a rod and reel but <ds>uh</ds>,919
A,<ds>um</ds>,919
B,so far it just been on <ds>uh</ds> on the trout lines so,919
A,would n't that be something,919
B,<ds>yeah</ds>,919
A,it a thrill when you get a big fish though is n't it,919
B,<ds>yeah</ds>,919
A,<ds>you know</ds>,919
B,and <ds>uh</ds> <ds>well</ds> up in <ds>uh</ds> South Dakota on the in the Missouri River there we <ds>uh</ds> tied into a few northern pike and <ds>uh</ds> they really <ds>uh</ds> in in when the water is cold they are very slow moving fish but in the summer time they <ds>uh</ds> give you a run for your money,919
A,<ds>uh-huh</ds>,919
A,so when you were when you did go fishing where did you go,919
A,you moved there from where,919
A,Nebraska,919
B,<ds>uh-huh</ds>,919
B,<ds>yeah</ds>,919
A,so it was just like the rivers and <ds>uh</ds> the,919
B,in,919
A,lakes I suppose <ds>huh</ds>,919
B,in Nebraska,919
A,<ds>yeah</ds>,919
B,<ds>uh</ds> <ds>yeah</ds>,919
B,most of the time <ds>uh</ds> we just fished <ds>uh</ds> in the river although there were a lot of sand pits and things like that that we could fish in,919
A,<ds>uh-huh</ds>,919
A,<ds>uh-huh</ds>,919
B,and a lot of them ended up being close to the river so if the river every <ds>uh</ds> flooded you know then obviously they would dump some catfish and bass and stuff into the into the ponds and the sand pits,919
A,<ds>uh-huh</ds>,919
B,and so we would do a lot of fishing there too but <ds>uh</ds> South Dakota did n't really have much for,919
B,<ds>okay</ds>,926
A,<ds>okay</ds>,926
A,do you <ds>uh</ds> do any woodworking,926
B,I do and I really love it,926
B,<ds>um</ds>,926
A,<ds>oh</ds> <ds>um</ds> what do you do for a hobby or for,926
B,<ds>uh-huh</ds> I do it for a hobby,926
A,<ds>uh-huh</ds>,926
B,and I have my own equipment and I have a jig saw and a scroll saw and <ds>uh</ds> in the process of getting a router,926
A,<ds>uh-huh</ds>,926
B,and so I like to cut out my wood and then tole paint on the items that I cut out,926
B,what kind of things do you like to do with wood,926
A,<ds>well</ds> I not the one that cuts them out,926
A,my husband cuts them out,926
B,<ds>uh-huh</ds>,926
A,but <ds>uh</ds> he likes using the little band saws and jig saws,926
B,<ds>uh-huh</ds>,926
A,more than the stroll saw because the stroll saw is is a lot slower,926
B,<ds>uh-huh</ds>,926
A,and then <ds>uh</ds> he got a router but now he wants a plunge router,926
B,<ds>oh</ds>,926
B,<ds>yeah</ds>,926
A,but anyhow he cuts them out and then I I took a tole,926
B,<ds>oh</ds>,926
A,painting class,926
B,<ds>uh-huh</ds>,926
A,to learn how to paint them right you know,926
B,<ds>uh-huh</ds>,926
A,and what we want to do is you know make them and then maybe take them to these craft shows or,926
B,<ds>uh-huh</ds>,926
A,flea market things and s and see if we can sell some of them,926
B,<ds>yes</ds>,926
A,but <ds>uh</ds> I really like it so far,926
B,<ds>oh</ds> that is fun,926
A,and then my neighbor had a little doll made out of wood,926
B,<ds>uh-huh</ds>,926
A,so I took a pattern off of that and then it just a wooden doll with a painted face,926
B,<ds>uh-huh</ds>,926
A,and then you you make the dress for it and you drill holes around the top of the head and you you stick in,926
B,<ds>oh</ds>,926
A,<ds>uh</ds> like rope,926
B,<ds>uh-huh</ds> the twine,926
A,and tie ribbons around it,926
B,<ds>yeah</ds> those are so cute,926
A,it looked really cute you know,926
A,so I got a couple of those started,926
B,they are really cute,926
A,<ds>yeah</ds> and then <ds>uh</ds> but as far as wood work that all we been doing right now,926
B,<ds>oh</ds> that is that sounds really fun,926
B,mumblex well they have a really fancy boutique out here in Ogden Utah,926
A,<ds>uh-huh</ds>,926
B,and I just got back from that today so if you could get your projects into boutiques <ds>oh</ds> they are wonderful,926
A,<ds>uh-huh</ds>,926
B,you could make a lot of money from those,926
A,what do you do,926
A,I wonder how you you just they buy them from you or you just given them to them on consignment or something,926
B,<ds>uh</ds> apparently like that boutique <ds>um</ds> they take <ds>oh</ds> what was it twenty percent of the sell price,926
A,<ds>uh-huh</ds>,926
B,you would put your sell price,926
A,<ds>uh-huh</ds> <ds>uh-huh</ds>,926
B,<ds>uh</ds> and then they would take twenty percent off of that,926
A,<ds>um</ds> <ds>i see</ds>,926
B,at the counter,926
A,<ds>uh-huh</ds> <ds>uh-huh</ds>,926
B,and so then at the end of the boutique which usually runs for a week then they give you what you earned,926
A,<ds>uh-huh</ds> <ds>uh-huh</ds>,926
B,so you have to decide what your price is going to be,926
A,<ds>uh-huh</ds>,926
B,and then up it twenty percent so you can get what you need out of it,926
A,<ds>uh-huh</ds>,926
B,so if the customers are willing to pay it then you get a profit,926
A,<ds>oh</ds> these little things are so cute though you know,926
B,<ds>they are</ds>,926
A,I,926
B,I I have seen those,926
B,those are darling,926
A,I went through some of the books down here at the craft shop you know,926
B,<ds>uh-huh</ds>,926
A,and <ds>uh</ds> there a lots of little things you can get to cut out,926
A,in fact I just sent to Shop Smith,926
B,<ds>oh</ds>,926
A,back in Ohio for a rocking horse pattern,926
B,<ds>oh</ds> that what I want is a Shop Smith,926
A,<ds>yeah</ds> we well,926
B,that my ul,926
A,Gene got one of those too,926
B,<ds>oh</ds> does he,926
B,<ds>oh</ds> that my ultimate dream,926
A,<ds>yeah</ds> so anyhow,926
B,<ds>oh</ds> you lucky,926
A,<ds>yeah</ds> <ds>well</ds> <ds>uh</ds> he retired now,926
B,<ds>uh-huh</ds>,926
A,and <ds>uh</ds> I kind of semi retired,926
A,my company went bankruptcy so I drawing my pension from them but I still looking for a part time,926
B,mumblex,926
A,job you know,926
B,<ds>uh-huh</ds>,926
A,but <ds>uh</ds> he has all day long that,926
B,<ds>oh</ds>,926
A,he can you know work on this stuff and do,926
B,how fun,926
A,do cut outs like that,926
A,<ds>you know</ds>,926
A,and he got a lot a lot of tools so,926
B,<ds>oh</ds> how nice,926
B,I jealous,926
A,it just it just getting started you know,926
B,<ds>yes</ds>,926
A,but <ds>um</ds> these little wooden things they seem to sell really good,926
B,<ds>uh-huh</ds>,926
A,<ds>um</ds> I know a lot of people that have gotten them you know,926
A,my next door neighbor every time she sees something she thinks it so cute she wants to buy it you know,926
B,<ds>uh-huh</ds>,926
B,<ds>oh</ds>,926
A,so I just hoping that you know that we can get some cut out and painted you know before summer starts,926
B,<ds>uh-huh</ds>,926
A,because we do n't want to have garage sales or anything like that,926
B,<ds>no</ds>,926
A,in the winter time you know,926
B,<ds>uh-huh</ds>,926
A,but <ds>uh</ds>,926
B,<ds>well</ds> how is the market for things like that in California,926
B,mumblex,926
A,it seems it seems like they go real good you know,926
B,<ds>uh-huh</ds>,926
A,I mean the country anyhow out here,926
B,<ds>uh-huh</ds>,926
A,and I live out in the valley,926
B,<ds>uh-huh</ds>,926
A,and country seems to be the in thing out here,926
B,<ds>oh</ds>,926
A,you know everybody wants little country pieces,926
A,so anything that looks like it might be country is what they want you know,926
B,they just snap it right up <ds>huh</ds>,926
A,<ds>yeah</ds>,926
B,<ds>oh</ds>,926
A,and <ds>uh</ds> this little rabbit that I made in <ds>uh</ds> tole painting class you know is like a welcome,926
A,it got a it going to have little wooden hearts holding it in its hands,926
B,<ds>uh-huh</ds>,926
A,and then welcome written on those little wooden hearts,926
B,<ds>oh</ds>,926
A,and,926
A,<ds>okay</ds>,929
A,<ds>um</ds> what type of magazines do you have,929
B,we take several at home,929
B,I I take <ds>um</ds> SKIING MAGAZINE and I take <ds>uh</ds> DISCOVER magazine and also <ds>uh</ds> C D AND STEREO REVIEW,929
A,<ds>uh-huh</ds>,929
B,and NATIONAL GEOGRAPHIC I think,929
A,<ds>oh</ds> MUMBLEx,929
B,and BOYS LIFE,929
A,<ds>oh</ds> good,929
A,that a good one I like to get,929
A,<ds>um</ds> so I take it that you like to ski,929
A,do you do you <ds>um</ds> receive a lot of information on skiing through the SKI MAGAZINE,929
B,I presume that I do,929
A,<ds>uh-huh</ds>,929
B,<ds>uh</ds> I suppose that puts me on some mailing lists and so forth because I do get things,929
A,<ds>oh</ds>,929
B,from ski associations and things <ds>uh</ds> at during the year,929
A,<ds>oh</ds> <ds>uh</ds> and do you receive discounts and things like that do you think or,929
B,<ds>uh</ds> not so much that I <ds>uh</ds> more likely to see those at a ski show or something but,929
A,<ds>oh</ds>,929
B,<ds>um</ds> I just enjoy reading about the resorts and where you can go and,929
B,and new equipment that come out and so forth,929
B,some fashions,929
A,<ds>oh</ds>,929
B,are always in there too,929
A,<ds>uh-huh</ds>,929
A,so would this vacation you taking did you receive information from your skiing magazine,929
B,probably not,929
B,<ds>uh</ds> we already knew we wanted to take one and we just started looking around,929
B,I may have referred to a couple of them but we went to the ski show and looked at all of the,929
A,<ds>oh</ds>,929
B,resort information picked up a lot of brochures,929
A,<ds>oh</ds>,929
B,and just decided to go to Crested Butte,929
B,we have n't been there before,929
